tweet,location
https://t.co/ErEmdsR3Hn Retweeted RT HarryVeenendaal: I can't imagine that HillaryClinton would endorse behavior … https://t.co/YlFXWvtRes,"Miami, FL"
"RT @espiekermann: Cannot stand that Trump uses my #FFMeta @FontShop: (only in the background, but still) He only deserves Arial https://t.c…","London, England."
https://t.co/ErEmdsR3Hn Retweeted RT HillaryClinton: We’ve come too far to let Republicans take us back. The figh… https://t.co/gWJDqeHEJR,"Miami, FL"
https://t.co/ErEmdsR3Hn Retweeted CNNPolitics HillaryClinton LauraKoran Stop making excuse for her naive use of t… https://t.co/b9IV38gH35,"Miami, FL"
"RT @IWeepForTrees: #WeAreBernie
Not motivated by money or a Foundation. Here for the American people not the corporations #FeelTheBern http…","Atlanta,GA"
https://t.co/ErEmdsR3Hn Retweeted HillaryClinton how did you make a mistake after gathering information through i… https://t.co/Ml0Ns3XLxd,"Miami, FL"
https://t.co/ErEmdsR3Hn Retweeted RT grist: The real heroes of the Flint water crisis (i.e. not HillaryClinton) … https://t.co/A5GBMMy88q,"Miami, FL"
https://t.co/ErEmdsR3Hn Retweeted How hideous that HillaryClinton has fought for empowering women (!&amp; men!) AND F… https://t.co/a1wfrNlPuq,"Miami, FL"
https://t.co/ErEmdsR3Hn Retweeted Hillary2016Pres WeNeedHillary HillaryClinton #WeAreBernie nice to see Hill move… https://t.co/o9vr1M8wy7,"Miami, FL"
"https://t.co/ErEmdsR3Hn Retweeted RT HillaryClinton: Reproductive freedom should be a reality for all, not a luxu… https://t.co/bD2chdVh2M","Miami, FL"
https://t.co/ErEmdsR3Hn Retweeted RT ddlovato: Love you tons Iowa... Will post pics ASAP!! #ImWithHer ❤️💙🇺🇸 Hilla… https://t.co/K3oWB8eIjB,"Miami, FL"
https://t.co/ErEmdsR3Hn Retweeted It is foolish to vote for HillaryClinton just b/c SenWarren did not run. Southe… https://t.co/fPNcKZCP9u,"Miami, FL"
"https://t.co/ErEmdsR3Hn Retweeted HillaryClinton ... victim Glen Doherty, on The Kelly File, Fox News Channel. https://t.co/rcHzbUBCYZ","Miami, FL"
https://t.co/ErEmdsR3Hn Retweeted RT colesprouse: Why would the biggest LGBT organization endorse HillaryClinton … https://t.co/t2rf1DqDDJ,"Miami, FL"
"https://t.co/ErEmdsR3Hn Retweeted RT ironman_11: MarkCoo43570683 RogerRice10 HillaryClinton - That is the true, d… https://t.co/1SqaaKkrxr","Miami, FL"
"https://t.co/ErEmdsR3Hn Retweeted Party in panic mode? Top Dems, and a bit of Hollywood, rush to Iowa to boost Hi… https://t.co/qmIX8IlhMU","Miami, FL"
https://t.co/ErEmdsR3Hn Retweeted RT ddlovato: Love you tons Iowa... Will post pics ASAP!! #ImWithHer ❤️💙🇺🇸 Hilla… https://t.co/5RcftFzBZf,"Miami, FL"
https://t.co/ErEmdsR3Hn Retweeted Ward4Anderson HillaryClinton 150 FBI agents investigating PUBLIC CORRUPTION of … https://t.co/zkJd2IZLzv,"Miami, FL"
https://t.co/ErEmdsR3Hn Retweeted RT StraitTalk1: It is foolish to vote for HillaryClinton just b/c SenWarren did… https://t.co/sb0s9UjTNd,"Miami, FL"
"RT @espiekermann: Cannot stand that Trump uses my #FFMeta @FontShop: (only in the background, but still) He only deserves Arial https://t.c…","New York, NY"
"Trump+Spokeswoman:+Malcolm+X+Is+‘My+Idol,’+Republicans+Are+Racist https://t.co/IjUvme6MwX via dailycaller"," Southeast, USA"
RT @dailyedge: A man used his obituary to tell people not to vote for Donald Trump: https://t.co/OpM24qNGiC https://t.co/HepotyCbBh,"Kilkenny, Ireland"
Trump About You @realDonaldTrump #realdonaldtrump #VoteTrump2016 #TrumpTrain #tcot Watch https://t.co/j58e8aacrE https://t.co/uKCfG9Q9Vx,"New Jersey, USA"
RT @GuerrillaDems: Why #Hillary #Clinton Is Completely Oblivious to the Disappearing American Middle Class https://t.co/vhN9FEPbHy #BernieO…,"Milford, MA"
Trump About You @realDonaldTrump #realdonaldtrump #VoteTrump2016 #TrumpTrain Watch https://t.co/j58e8aacrE #1A https://t.co/z7xo9lNdQo,"New Jersey, USA"
@foxnewstalk @AlanColmes go Trump ☺️,"Steele, Al"
"RT @AnnCoulter: Republican voters also not that into Republicans.  They wanted a wall, deportation &amp; a break from all immigration. https://…","Santa Cruz, California, USA"
Best way for the @GOP to survive #Election2016 is to rally behind their frontrunner and support who VOTERS want! It's abt unity. #RNC #Trump,"Florida, USA"
Trump says Frosty The Snowman should be deported.,"Rego Park, Queens "
"I came back to more notifications than I've ever gotten, and felt really proud of us, great work!
#WeAreBernie #FeelTheBern @BernieSanders","Michigan, USA"
Donald Trump Retweets Creator of Pic Showing Him Sending Bernie Sanders to Gas Chamber https://t.co/Cfes8EgYQF via @jdforward,"Brooklyn, NY"
RT @PatVPeters: State blames snow for delay in Hillary Clinton emails https://t.co/tdsy6wNmr4,"Saint Louis, Missouri"
RT @TUSK81: Thank you @SenatorReid and Senate Democrats for stopping the GOP's anti-refugee bill! https://t.co/8vbqx22qqc #RefugeesWelcome,"Irving, Texas"
"RT @PatVPeters: Ted Cruz Attacks Donald Trump On Amnesty, Says Plan Lets Undocumented Immigrants Get US Citizenship https://t.co/AqFuaRx82l","Fortwayne, Indiana"
RT @TheMichaelRock: Donald Trump running for President is the most elaborate episode of Punk'd I have ever seen.,"Sandy Eggo, CA"
RT @milloced: she was offered sooo much money for that and he did not take it-he's got a huge heart- https://t.co/q4MpWPwcAY,"Palm Coast, Florida"
"RT @Independent: Donald Trump is making it harder to fight Islamist extremism, says David Cameron https://t.co/RV9jRMqIIU https://t.co/vbJy…","New York, NY"
"In light of Flint, Bernie Sanders will be the best candidate for infrastructure. https://t.co/pzanf3pcgE #Sanders2016 #FeelTheBern","On various fibers, tubes"
"RT @tedcruz: ""Ad exposing how Trump has used eminent domain to bulldoze an elderly woman’s home to create a limo parking lot"" https://t.co/…","Waxahachie, Texas"
Commentary on Trump versus Cruz versus Clinton  https://t.co/mVZ0cLOVKI via @examinercom,"Atlanta, Georgia"
What Donald Trump’s Retweets Reveal https://t.co/njruJI9v0g,"ÜT: 53.302254,-2.244819"
RT @LadyAodh: Donald Trump sees the genocidal scam against Whites. #WhiteGenocide #Trump #NRORevolt #MarchForLife https://t.co/s4EXtOQHQK,"England, United Kingdom"
"RT @TeddyDavisCNN: Trump tells Guthrie on ""Today"" there ""certainly would be a role somewhere"" for Palin if she wanted it. https://t.co/HfDy…","Irving, Texas"
"Darn Shaun, You named off all the positive attributes for Trump.  I wanted the negative stuff. https://t.co/PjIEZQWGJq","Jonesborough, TN"
RT @TXDemParty: 👖🔥Ted Cruz ridiculously says @BCBSTX 'cancelled' all individual health plans in Texas: https://t.co/1cpUlhGq49 https://t.co…,"Round Rock, Texas"
RT @DiamondandSilk: @DiamondandSilk Love it! #Stump4TrumpBaby! https://t.co/vLUcttJ8jM,"Michigan, USA"
RT @SteveDeaceShow: According to data -- Cruz most popular Republican in America. Trump's negatives as high as Jimmy Carter's in 1980.,"Catalina, AZ"
RT @InTheRopesShow: Come out today as we #MarchForBernie in New Orleans! https://t.co/pFE3141P1P #FeelTheBern @Nola4Bernie @LouisianaBernie,"Planet Earth, Planeta Tierra "
RT @nytpolitics: Palin's endorsement of Trump is the highest-profile backing for a GOP contender so far https://t.co/5PSgPOafkb https://t.c…,"Irving, Texas"
"RT @GRForSanders: ""Not me. Us"" https://t.co/rjHzssGTRb #FeelTheBern #Bernie2016 https://t.co/77IsxjRVGd","South Carolina, USA"
Vote in primary first for @BernieSanders. #FeeltheBern #WeAreBernie  https://t.co/KN1wtgqzVs,"Minnesota, USA"
RT @donamitch: The time is now for conservatives to unite behind @TedCruz! Join the #CruzCrew at https://t.co/UIxdzh3Ica &amp; https://t.co/r2g…,"Mystery, Babylon"
@WhoopiGoldberg says she'll move if @realDonaldTrump is president &amp; now everyone is changing their vote to Trump. #whoopifail #Trump2016,"Gladbrook, IA"
RT @DavidLeopold: Too terrifying to even think about: https://t.co/BceRdwNmfk,"Irving, Texas"
"RT @mrjamesob: Donald Trump's Presidential declaration is, remarkably, only the second most ridiculous thing I've seen today... http://t.co…","Huddersfield, England"
@SenatorLeahy @SenateMajLdr @realDonaldTrump @SpeakerRyan @RepGoodlatte 1000's anger by McConnell reluctance to bring prison reform to vote,"Palm Beach, FL"
"@Politicaltwain1 @MSNBC @hardball_chris 
@HillaryClinton meant ""Black lives matter"" ...for profits.","Eugene, Oregon"
RT @idolsmirroring: donald trump https://t.co/2xLISMToVd,"heart in norway, ass in poland"
RT @Mansstory2: Warning to @GOP establishment &amp; MS Media a Brokered Convention Will not be tolerated by the american people https://t.co/lM…,"California, USA"
RT @BerniesHomie: Ted Cruz ridiculously says Blue Cross Blue Shield 'cancelled' all individual health plans in Texas https://t.co/n3rPoJiqH…,"Port Jefferson Station, NY"
@ToConservatives @openacan @family4christ Don't I know it. Weaksauce. #FeelTheBern #WeAreBernie https://t.co/0kC9f3NpAf,"Lib'rul Superegoton, Urbrainia"
@SMolloyDVM @GenGSPatton we can do this all day https://t.co/eGWVXnXSsA,"Western, Mass."
"Trump, of course, is a mess. Still, the National Review is and always has been a joke, pseudo-intellectual cover... https://t.co/4NQKMIqpjc","Indianapolis, Indiana"
RT @ryanlcooper: crazy how people are barely even going to bother talking about Trump retweeting a literal Nazi. old hat at this point,"Orlando, FL"
@soapbox68: Will Paris attacks affect foreign policy for @HillaryClinton? Her policy record here: https://t.co/42xK9Qpi9k,"Nueva York, USA"
RT @brandonmcg: No one should doubt that the nativism Trump is resurrecting will also include an anti-Catholic element https://t.co/tnxWC5o…,"Baltimore, MD"
"RT @daemonic3: Mr. Trump, what will you do as President?

TRUMP: I'll outlaw shredded cheese and only sell blocks

Why?

TRUMP: To make Ame…","Boston, MA"
"@DLoesch Dana, you and your merry band of 20  bullies have driven a knife into conservatives like me.  Trump 2016!","Omaha, NE"
RT @HistoricalPics: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/qKO73bP0rI,"Kuantan, Pahang"
"RT @LdyGuin: #YUGE difference between #Trump &amp; #Cruz supporters:
We embrace DT's flaws &amp; mistakes as strengths
#Cruzcrew Deny their candida…","Watertown, MA"
"Still Determined To Poison You, GOP Fails To Override Obama Veto Protecting Clean Water -  https://t.co/MS2mJ9ODLa","Portland, OREGON"
RT Media2Commerce: sharing #suaju Benghazi and the Republican scandal management playbook - Daily Kos #management https://t.co/WKGzvOTD5V;,"Cúcuta, Colombia"
RT @politicususa: Democrats Outsmart Republicans By Demanding Senate Vote On Trump Muslim Ban https://t.co/lsQXfjvtEg via @politicususa #p2…,"Geelong, Victoria, Australia"
RT @amrightnow: Trump About You Watch   #tcot #pjnet #1A #2A #Trump #trump2016  #realdonaldtrump https://t.co/j58e8aacrE https://t.co/R9czD…,"Palm Coast, Florida"
"@CharlesMunn1 @IWeepForTrees @BernieSanders @DFAaction and when Bernie breaks up the big banks, he'll go after the big box stores!","Atlanta,GA"
RT @dissentingj: Dear Bernie: Roe isn't establishment either!   https://t.co/Jp1rPX5aEQ,"Brooklyn, NY"
"RT @1ubet: State Department Suddenly Discovers Thousands More Clinton Documents""Hillary Busted"" - Breitbart https://t.co/282wcpEybn via @Br…","California, USA"
"Anyone heard @realDonaldTrump invoke #reagan ? NO. Anyone heard him invoke the name of any conservative greats? No. It is only, I, me, me me","Georgia, USA"
"RT @mostawesomeblog: Watch   ""Banned by the Media Hillary Clinton lies Uncensored &amp; Exposed!""   on YouTube    https://t.co/kTTWgeYq2R","Ferryland, NL, Canada"
"Meanwhile #WeAreBernie uh @SenSanders has done... um be a rich f'wad doing NOTHING OF significance whatsoever, EVER https://t.co/R6WGcZcs7Y","Kool-Aid Wino, RB"
RT @aguywithnolife: i'm going to get drunk tonight and write an entire donald trump sex novel like 50 shades of grey &amp; put it on amazon tom…,"Copenhagen, Denmark. "
DON’T GO DOWN WITH THE CRUZ SHIP! JUMP ON THE #TRUMPTRAIN! “DESTINATION WHITE HOUSE” #Iowa #MakeAmericaGreatAgain  https://t.co/MnPXDxk5NY,"North Carolina, USA"
RT @Badlifestyle: We realize it. That's why we have called for D Wasserman Schultz to resign as #DNC chair. #WeAreBernie #FeelTheBern  http…,"West Fork, AR"
"@JonahNRO Good read.
Long time Conservatives go for Trump because #1 short term  problem we have is economics.(cond)","Another time, another place"
"RT @dawngpsalm63: @NYC4TRUMP2016 
@nepafortrump @PoliticalShort @Drudge_Report_ @NamVet6669 @AnnCoulter @cristinalaila1 VIP read RT‼️ https…","Florida, USA"
RT @triple888s: @DanScavino @KLSouth RT A must read -- an open letter to @marklevinshow about trump https://t.co/2VvnnXRHid,"Indianapolis, IN"
Please give  Trump/Palin 2016 a like this page was formerly a Ted Cruz support page. Now they have switched to... https://t.co/rMiFm8DWGO,"Laguna Hills, CA"
"Trump Spokeswoman: Malcolm X Is ‘My Idol,’ Republicans Are Racist https://t.co/e0sj4LRiSm","San Antonio, TX"
Best way for the @GOP to survive 2016 is to rally behind their frontrunner and support who VOTERS want! It's abt unity. @Reince #Trump,"Florida, USA"
#RealDonaldTrump will save us: https://t.co/cSpSIMH5W9 https://t.co/sRXsqLY7aP,"Dallas, TX"
RT @aguywithnolife: update: amazon accepted Trump Temptations and it'll be up in a little bit lmfao https://t.co/ojyCMVsH5q,"Copenhagen, Denmark. "
#RealDonaldTrump will save us: https://t.co/cSpSIMH5W9 https://t.co/x8GNNp68pr,"Dallas, TX"
RT @NYDailyNews: .@BernieSanders says Michigan governor (@onetoughnerd) must resign over Flint water crisis https://t.co/XPqJoDGnr3 https:/…,"Michigan, USA"
#RealDonaldTrump will save us: https://t.co/cSpSIMH5W9 https://t.co/vUNc8zke8A,"Dallas, TX"
#RealDonaldTrump will save us: https://t.co/cSpSIMH5W9 https://t.co/uXyLiKpPMn,"Dallas, TX"
#RealDonaldTrump will save us: https://t.co/cSpSIMH5W9 https://t.co/BSrsBV87IE,"Dallas, TX"
#RealDonaldTrump will save us: https://t.co/cSpSIMH5W9 https://t.co/kPJYgahHM5,"Dallas, TX"
#RealDonaldTrump will save us: https://t.co/cSpSIMH5W9 https://t.co/eNbbqRQdqW,"Dallas, TX"
#RealDonaldTrump will save us: https://t.co/cSpSIMH5W9 https://t.co/xwoe2h85ey,"Dallas, TX"
https://t.co/p3aYsVBAnR Ted Cruz Continues to Wrestle With His Own medical insurance https://t.co/fotIMFZzeT https://t.co/C8fVP8O2jZ #health,"Los Angeles, CA"
#RealDonaldTrump will save us: https://t.co/cSpSIMH5W9 https://t.co/cYaBnRqzuo,"Dallas, TX"
Actually hope Trump gets GOP nom. He'll just get mired in government/Constitution process. Cruz is  Xtian Dominionist itching for Armageddon,"Buffalo, New York"
#RealDonaldTrump will save us: https://t.co/cSpSIMH5W9 https://t.co/TmY3tVwWvK,"Dallas, TX"
#RealDonaldTrump will save us: https://t.co/cSpSIMH5W9 https://t.co/3EhOCVkwUR,"Dallas, TX"
RT @brandondarby: Why We Lose: National Review Launches Victorian-Era Attack On Donald Trump https://t.co/x8snUyGFS6,"San Antonio, TX 78229"
#RealDonaldTrump will save us: https://t.co/cSpSIMH5W9 https://t.co/YV8JcRF8xt,"Dallas, TX"
"@PatVPeters I watched it was a precise, spot on political analysis of the Trump phenomenon, its really very simple...","Florida, USA"
#RealDonaldTrump will save us: https://t.co/cSpSIMH5W9 https://t.co/aPSFBU2DWI,"Dallas, TX"
RT @realDonaldTrump: Ted Cruz went down big in just released Reuters poll - what's going on? Is it Goldman Sachs/Citi loans or Canada?,"Sanford, Florida"
#RealDonaldTrump will save us: https://t.co/cSpSIMH5W9 https://t.co/KFbMa49TtY,"Dallas, TX"
#RealDonaldTrump will save us: https://t.co/cSpSIMH5W9 https://t.co/qa7iaI6WiH,"Dallas, TX"
#RealDonaldTrump will save us: https://t.co/cSpSIMH5W9 https://t.co/HCQTBDSbig,"Dallas, TX"
What Will Happen When Trump Followers Realize They've Been Had https://t.co/T8BgQzcHaE #KlavanOnTheCulture,"portland, oregon"
#RealDonaldTrump will save us: https://t.co/cSpSIMH5W9 https://t.co/hJgfJMtTmW,"Dallas, TX"
"RT @HeyTammyBruce: Really convenient, you know, to hold bad news past Iowa, NH &amp; NV.  https://t.co/Sdg4eyNU5T","Fulton, MO"
#RealDonaldTrump will save us: https://t.co/cSpSIMH5W9 https://t.co/RlAJDGyStk,"Dallas, TX"
#RealDonaldTrump will save us: https://t.co/cSpSIMH5W9 https://t.co/JhD4Fq3Utb,"Dallas, TX"
"Wow New England Unite Here, one of my favorite progressive unions, endorses #BernieSanders! https://t.co/0e0zClokPL","Acton, MA"
#RealDonaldTrump will save us: https://t.co/cSpSIMH5W9 https://t.co/aLQoSNonJ0,"Dallas, TX"
#RealDonaldTrump will save us: https://t.co/cSpSIMH5W9 https://t.co/rl1YxKGUzk,"Dallas, TX"
#RealDonaldTrump will save us: https://t.co/cSpSIMH5W9 https://t.co/JUFb9uYN6Q,"Dallas, TX"
#RealDonaldTrump will save us: https://t.co/cSpSIMH5W9 https://t.co/33prdPNIEn,"Dallas, TX"
#RealDonaldTrump will save us: https://t.co/cSpSIMH5W9 https://t.co/152S3oWSFp,"Dallas, TX"
@SenatorLeahy @SenateMajLdr @realDonaldTrump @SpeakerRyan @RepGoodlatte .Senseless delay in House/Senate on prison reform #prisonReform,"Palm Beach, FL"
@AlwaysThinkHow @BuckeyePeach @PlowPlot @HillaryClinton [I'm sorry me happy makes you so sad....],"DC and Gainesville, FL"
#RealDonaldTrump will save us: https://t.co/cSpSIMH5W9 https://t.co/6jaE5k5DJW,"Dallas, TX"
#RealDonaldTrump will save us: https://t.co/cSpSIMpuxz https://t.co/DvfsDDM9aM,"Dallas, TX"
